pair_label,mt,delta_t,tm,tb,main_relay_id,backup_relay_id,line,fault,status
R19-R18,-0.13900000000000007,-0.13900000000000007,1.5523,1.6133,R19,R18,L19-20,10,Descoordinado
R11-R10,-0.12010000000000015,-0.12010000000000015,1.987,2.0669,R11,R10,L11-12,10,Descoordinado
R12-R11,-0.10689999999999983,-0.10689999999999983,2.0294,2.1225,R12,R11,L12-13,10,Descoordinado
R10-R9,-0.09670000000000006,-0.09670000000000006,2.0165,2.1198,R10,R9,L10-11,10,Descoordinado
R23-R22,-0.07500000000000001,-0.07500000000000001,2.1218,2.2468,R23,R22,L23-24,10,Descoordinado
R44-R70,-0.06519999999999976,-0.06519999999999976,2.4149,2.5497,R44,R70,L7-8,90,Descoordinado
R13-R12,-0.06439999999999985,-0.06439999999999985,2.3337,2.4693,R13,R12,L13-14,10,Descoordinado
R17-R16,-0.02549999999999991,-0.02549999999999991,2.5522,2.7267,R17,R16,L17-18,10,Descoordinado
R20-R19,-0.015600000000000336,-0.015600000000000336,1.8801,2.0645,R20,R19,L20-21,10,Descoordinado
R70-R20,-0.011599999999999888,-0.011599999999999888,1.8668,2.0552,R70,R20,L8-21,90,Descoordinado
R15-R34,-0.00929999999999992,-0.00929999999999992,2.338,2.5287,R15,R34,L15-16,10,Descoordinado
R15-R14,-0.007199999999999929,-0.007199999999999929,2.338,2.5308,R15,R14,L15-16,10,Descoordinado
R24-R23,-0.002799999999999969,-0.002799999999999969,2.4064,2.6036,R24,R23,L24-25,10,Descoordinado
R31-R30,0.0,0.010199999999999931,2.6913,2.9015,R31,R30,L31-32,10,Coordinado
R68-R69,0.0,0.008699999999999875,2.2508,2.4595,R68,R69,L31-32,90,Coordinado
R30-R29,0.0,0.21139999999999998,2.4651,2.8765,R30,R29,L30-31,10,Coordinado
R40-R41,0.0,0.018800000000000094,1.8337,2.0525,R40,R41,L3-4,90,Coordinado
R3-R59,0.0,0.24200000000000016,2.1218,2.5638,R3,R59,L3-4,10,Coordinado
R32-R31,0.0,0.10699999999999993,2.5315,2.8385,R32,R31,L32-33,10,Coordinado
R67-R68,0.0,0.014399999999999913,2.1176,2.332,R67,R68,L30-31,90,Coordinado
R38-R39,0.0,1.2379,0.1989,1.6368,R38,R39,L1-2,90,Coordinado
R59-R60,0.0,0.037200000000000066,1.6106,1.8478,R59,R60,L3-23,90,Coordinado
R22-R40,0.0,0.045899999999999774,1.9394,2.1853,R22,R40,L3-23,10,Coordinado
R22-R2,0.0,0.26179999999999976,1.9394,2.4012,R22,R2,L3-23,10,Coordinado
R66-R67,0.0,0.04479999999999967,2.0653,2.3101,R66,R67,L29-30,90,Coordinado
R29-R37,0.0,0.03439999999999993,2.6166,2.851,R29,R37,L29-30,10,Coordinado
R29-R28,0.0,0.15299999999999975,2.6166,2.9696,R29,R28,L29-30,10,Coordinado
R65-R66,0.0,0.045000000000000095,1.9594,2.2044,R65,R66,L28-29,90,Coordinado
R65-R37,0.0,0.7112999999999998,1.9594,2.8707,R65,R37,L28-29,90,Coordinado
R3-R2,0.0,0.06469999999999992,2.1218,2.3865,R3,R2,L3-4,10,Coordinado
R69-R36,0.0,0.03329999999999983,2.3775,2.6108,R69,R36,L32-33,90,Coordinado
R42-R62,0.0,0.043800000000000006,1.8509,2.0947,R42,R62,L5-6,90,Coordinado
R41-R42,0.0,0.0023000000000001353,1.8954,2.0977,R41,R42,L4-5,90,Coordinado
R34-R46,0.0,0.7241,1.86,2.7841,R34,R46,L9-15,10,Coordinado
R34-R8,0.0,0.027200000000000057,1.86,2.0872,R34,R8,L9-15,10,Coordinado
R46-R47,0.0,0.0004000000000001225,1.8203,2.0207,R46,R47,L9-10,90,Coordinado
R9-R71,0.0,0.6633,1.8166,2.6799,R9,R71,L9-10,10,Coordinado
R9-R8,0.0,0.016399999999999915,1.8166,2.033,R9,R8,L9-10,10,Coordinado
R45-R71,0.0,0.04210000000000019,2.2619,2.504,R45,R71,L8-9,90,Coordinado
R45-R46,0.0,0.026500000000000135,2.2619,2.4884,R45,R46,L8-9,90,Coordinado
R8-R70,0.0,0.7189999999999999,1.6771,2.5961,R8,R70,L8-9,10,Coordinado
R8-R7,0.0,0.0265999999999999,1.6771,1.9037,R8,R7,L8-9,10,Coordinado
R4-R3,0.0,0.0349000000000001,2.1654,2.4003,R4,R3,L4-5,10,Coordinado
R44-R45,0.0,0.047300000000000064,2.4149,2.6622,R44,R45,L7-8,90,Coordinado
R43-R44,0.0,0.014600000000000335,2.4393,2.6539,R43,R44,L6-7,90,Coordinado
R6-R62,0.0,0.040399999999999936,1.8263,2.0667,R6,R62,L6-7,10,Coordinado
R6-R5,0.0,0.6638000000000002,1.8263,2.6901,R6,R5,L6-7,10,Coordinado
R62-R63,0.0,0.018000000000000183,1.9479,2.1659,R62,R63,L6-26,90,Coordinado
R25-R43,0.0,0.024099999999999955,2.4072,2.6313,R25,R43,L6-26,10,Coordinado
R25-R5,0.0,0.07130000000000009,2.4072,2.6785,R25,R5,L6-26,10,Coordinado
R28-R27,0.0,0.0006000000000001005,2.5829,2.7835,R28,R27,L28-29,10,Coordinado
R42-R43,0.0,0.6125000000000003,1.8509,2.6634,R42,R43,L5-6,90,Coordinado
R5-R4,0.0,0.02900000000000008,2.21,2.439,R5,R4,L5-6,10,Coordinado
R7-R6,0.0,0.023799999999999988,1.7384,1.9622,R7,R6,L7-8,10,Coordinado
R64-R65,0.0,0.033999999999999975,1.9583,2.1923,R64,R65,L27-28,90,Coordinado
R61-R74,0.0,0.05570000000000003,1.5339,1.7896,R61,R74,L24-25,90,Coordinado
R63-R64,0.0,0.011300000000000032,2.0625,2.2738,R63,R64,L26-27,90,Coordinado
R18-R1,0.0,0.6123999999999998,1.4531,2.2655,R18,R1,L2-19,10,Coordinado
R56-R57,0.0,0.004500000000000115,1.5655,1.77,R56,R57,L19-20,90,Coordinado
R73-R32,0.0,0.09910000000000013,2.3767,2.6758,R73,R32,L18-33,90,Coordinado
R36-R17,0.0,0.023200000000000276,2.5008,2.724,R36,R17,L18-33,10,Coordinado
R54-R73,0.0,0.07570000000000005,2.2353,2.511,R54,R73,L17-18,90,Coordinado
R53-R54,0.0,0.12140000000000012,2.0604,2.3818,R53,R54,L16-17,90,Coordinado
R16-R15,0.0,0.07519999999999988,2.305,2.5802,R16,R15,L16-17,10,Coordinado
R52-R53,0.0,0.08939999999999965,2.0266,2.316,R52,R53,L15-16,90,Coordinado
R18-R39,0.0,0.06529999999999986,1.4531,1.7184,R18,R39,L2-19,10,Coordinado
R51-R34,0.0,0.43070000000000025,1.898,2.5287,R51,R34,L14-15,90,Coordinado
R14-R13,0.0,0.05850000000000016,2.3044,2.5629,R14,R13,L14-15,10,Coordinado
R50-R51,0.0,0.003200000000000258,1.8518,2.055,R50,R51,L13-14,90,Coordinado
R49-R50,0.0,0.03350000000000003,1.7994,2.0329,R49,R50,L12-13,90,Coordinado
R12-R72,0.0,0.1267000000000002,2.0294,2.3561,R12,R72,L12-13,10,Coordinado
R48-R72,0.0,0.043899999999999995,2.0627,2.3066,R48,R72,L11-12,90,Coordinado
R48-R49,0.0,0.021900000000000197,2.0627,2.2846,R48,R49,L11-12,90,Coordinado
R47-R48,0.0,0.02150000000000002,1.9344,2.1559,R47,R48,L10-11,90,Coordinado
R38-R55,0.0,1.7861,0.1989,2.185,R38,R55,L1-2,90,Coordinado
R51-R52,0.0,0.06669999999999993,1.898,2.1647,R51,R52,L14-15,90,Coordinado
R55-R56,0.0,0.06599999999999978,1.8282,2.0942,R55,R56,L2-19,90,Coordinado
R2-R1,0.0,0.09439999999999998,1.9891,2.2835,R2,R1,L2-3,10,Coordinado
R2-R55,0.0,0.2697,1.9891,2.4588,R2,R55,L2-3,10,Coordinado
R26-R25,0.0,0.04920000000000008,2.2805,2.5297,R26,R25,L26-27,10,Coordinado
R74-R66,0.0,0.3042000000000002,1.6779,2.1821,R74,R66,L25-29,90,Coordinado
R74-R28,0.0,1.0917,1.6779,2.9696,R74,R28,L25-29,90,Coordinado
R37-R24,0.0,0.00019999999999970042,2.6099,2.8101,R37,R24,L25-29,10,Coordinado
R71-R14,0.0,1.0817,1.34,2.6217,R71,R14,L9-15,90,Coordinado
R60-R61,0.0,0.0015999999999999903,1.5096,1.7112,R60,R61,L23-24,90,Coordinado
R35-R49,0.0,1.4757999999999998,1.5177,3.1935,R35,R49,L12-22,90,Coordinado
R35-R11,0.0,0.9303999999999999,1.5177,2.6481,R35,R11,L12-22,90,Coordinado
R72-R21,0.0,0.01579999999999998,1.8478,2.0636,R72,R21,L12-22,10,Coordinado
R70-R58,0.0,0.010799999999999865,1.8668,2.0776,R70,R58,L8-21,90,Coordinado
R33-R45,0.0,1.1912,1.416,2.8072,R33,R45,L8-21,10,Coordinado
R33-R7,0.0,0.33560000000000006,1.416,1.9516,R33,R7,L8-21,10,Coordinado
R58-R35,0.0,0.013600000000000001,1.6871,1.9007,R58,R35,L21-22,90,Coordinado
R21-R33,0.0,0.21400000000000013,1.4986,1.9126,R21,R33,L21-22,10,Coordinado
R21-R20,0.0,0.3241,1.4986,2.0227,R21,R20,L21-22,10,Coordinado
R57-R33,0.0,0.01889999999999986,1.6605,1.8794,R57,R33,L20-21,90,Coordinado
R57-R58,0.0,0.06499999999999989,1.6605,1.9255,R57,R58,L20-21,90,Coordinado
R39-R59,0.0,0.9717,1.1999,2.3716,R39,R59,L2-3,90,Coordinado
R39-R40,0.0,0.7327000000000001,1.1999,2.1326,R39,R40,L2-3,90,Coordinado
R27-R26,0.0,0.02679999999999988,2.2492,2.476,R27,R26,L27-28,10,Coordinado
R71-R52,0.0,0.6808000000000001,1.34,2.2208,R71,R52,L9-15,90,Coordinado
