pair_label,mt,delta_t,tm,tb,main_relay_id,backup_relay_id,line,fault,status
R15-R14,-0.3842,-0.3842,0.2863,0.1021,R15,R14,L15-16,10,Descoordinado
R7-R6,-0.3759,-0.3759,0.3006,0.1247,R7,R6,L7-8,10,Descoordinado
R30-R29,-0.3729,-0.3729,0.2723,0.0994,R30,R29,L30-31,10,Descoordinado
R43-R44,-0.359,-0.359,0.2955,0.1365,R43,R44,L6-7,90,Descoordinado
R71-R14,-0.3531,-0.3531,0.2581,0.105,R71,R14,L9-15,90,Descoordinado
R66-R67,-0.3526,-0.3526,0.2892,0.1366,R66,R67,L29-30,90,Descoordinado
R45-R46,-0.3032,-0.3032,0.2607,0.1575,R45,R46,L8-9,90,Descoordinado
R51-R52,-0.2988,-0.2988,0.2692,0.1704,R51,R52,L14-15,90,Descoordinado
R71-R52,-0.2826,-0.2826,0.2581,0.1755,R71,R52,L9-15,90,Descoordinado
R9-R8,-0.2824,-0.2824,0.258,0.1756,R9,R8,L9-10,10,Descoordinado
R34-R46,-0.27680000000000005,-0.27680000000000005,0.2523,0.1755,R34,R46,L9-15,10,Descoordinado
R34-R8,-0.2705000000000001,-0.2705000000000001,0.2523,0.1818,R34,R8,L9-15,10,Descoordinado
R31-R30,-0.1992,-0.1992,0.2991,0.2999,R31,R30,L31-32,10,Descoordinado
R28-R27,-0.19790000000000002,-0.19790000000000002,0.2823,0.2844,R28,R27,L28-29,10,Descoordinado
R63-R64,-0.19530000000000003,-0.19530000000000003,0.3038,0.3085,R63,R64,L26-27,90,Descoordinado
R10-R9,-0.19470000000000004,-0.19470000000000004,0.2937,0.299,R10,R9,L10-11,10,Descoordinado
R73-R32,-0.194,-0.194,0.3093,0.3153,R73,R32,L18-33,90,Descoordinado
R32-R31,-0.1936,-0.1936,0.3024,0.3088,R32,R31,L32-33,10,Descoordinado
R47-R48,-0.19290000000000002,-0.19290000000000002,0.3021,0.3092,R47,R48,L10-11,90,Descoordinado
R48-R49,-0.1916,-0.1916,0.2954,0.3038,R48,R49,L11-12,90,Descoordinado
R48-R72,-0.1916,-0.1916,0.2954,0.3038,R48,R72,L11-12,90,Descoordinado
R36-R17,-0.19020000000000004,-0.19020000000000004,0.318,0.3278,R36,R17,L18-33,10,Descoordinado
R54-R73,-0.1894,-0.1894,0.3135,0.3241,R54,R73,L17-18,90,Descoordinado
R68-R69,-0.1894,-0.1894,0.3162,0.3268,R68,R69,L31-32,90,Descoordinado
R26-R25,-0.18900000000000006,-0.18900000000000006,0.2644,0.2754,R26,R25,L26-27,10,Descoordinado
R74-R66,-0.18630000000000002,-0.18630000000000002,0.2937,0.3074,R74,R66,L25-29,90,Descoordinado
R74-R28,-0.18630000000000002,-0.18630000000000002,0.2937,0.3074,R74,R28,L25-29,90,Descoordinado
R17-R16,-0.1859,-0.1859,0.3105,0.3246,R17,R16,L17-18,10,Descoordinado
R13-R12,-0.18570000000000003,-0.18570000000000003,0.2742,0.2885,R13,R12,L13-14,10,Descoordinado
R62-R63,-0.1854,-0.1854,0.3027,0.3173,R62,R63,L6-26,90,Descoordinado
R69-R36,-0.18429999999999996,-0.18429999999999996,0.3147,0.3304,R69,R36,L32-33,90,Descoordinado
R61-R74,-0.18410000000000004,-0.18410000000000004,0.2998,0.3157,R61,R74,L24-25,90,Descoordinado
R50-R51,-0.1835,-0.1835,0.2697,0.2862,R50,R51,L13-14,90,Descoordinado
R15-R34,-0.18270000000000003,-0.18270000000000003,0.2863,0.3036,R15,R34,L15-16,10,Descoordinado
R3-R2,-0.1824,-0.1824,0.2689,0.2865,R3,R2,L3-4,10,Descoordinado
R57-R58,-0.18230000000000002,-0.18230000000000002,0.3165,0.3342,R57,R58,L20-21,90,Descoordinado
R57-R33,-0.18230000000000002,-0.18230000000000002,0.3165,0.3342,R57,R33,L20-21,90,Descoordinado
R4-R3,-0.18210000000000004,-0.18210000000000004,0.2765,0.2944,R4,R3,L4-5,10,Descoordinado
R41-R42,-0.1799,-0.1799,0.3265,0.3466,R41,R42,L4-5,90,Descoordinado
R64-R65,-0.17970000000000003,-0.17970000000000003,0.2721,0.2924,R64,R65,L27-28,90,Descoordinado
R53-R54,-0.17830000000000001,-0.17830000000000001,0.3137,0.3354,R53,R54,L16-17,90,Descoordinado
R24-R23,-0.178,-0.178,0.2734,0.2954,R24,R23,L24-25,10,Descoordinado
R12-R11,-0.17570000000000002,-0.17570000000000002,0.2504,0.2747,R12,R11,L12-13,10,Descoordinado
R27-R26,-0.17420000000000002,-0.17420000000000002,0.2511,0.2769,R27,R26,L27-28,10,Descoordinado
R40-R41,-0.1725,-0.1725,0.3374,0.3649,R40,R41,L3-4,90,Descoordinado
