pair_label,mt,delta_t,tm,tb,main_relay_id,backup_relay_id,line,fault,status
R8-R7,-7.3756,-7.3756,7.1756,0.0,R8,R7,L8-9,10,Descoordinado
R70-R58,-3.5282,-3.5282,3.6614,0.3332,R70,R58,L8-21,90,Descoordinado
R70-R20,-3.5197000000000003,-3.5197000000000003,3.6614,0.3417,R70,R20,L8-21,90,Descoordinado
R7-R6,-1.1614,-1.1614,1.3378,0.3764,R7,R6,L7-8,10,Descoordinado
R18-R1,-0.5292,-0.5292,0.3292,0.0,R18,R1,L2-19,10,Descoordinado
R45-R46,-0.5196000000000001,-0.5196000000000001,0.3196,0.0,R45,R46,L8-9,90,Descoordinado
R45-R71,-0.5196000000000001,-0.5196000000000001,0.3196,0.0,R45,R71,L8-9,90,Descoordinado
R2-R1,-0.4996,-0.4996,0.2996,0.0,R2,R1,L2-3,10,Descoordinado
R9-R8,-0.4919,-0.4919,0.2919,0.0,R9,R8,L9-10,10,Descoordinado
R9-R71,-0.4919,-0.4919,0.2919,0.0,R9,R71,L9-10,10,Descoordinado
R33-R7,-0.456,-0.456,0.256,0.0,R33,R7,L8-21,10,Descoordinado
R34-R8,-0.4374,-0.4374,0.2374,0.0,R34,R8,L9-15,10,Descoordinado
R34-R46,-0.4374,-0.4374,0.2374,0.0,R34,R46,L9-15,10,Descoordinado
R30-R29,-0.39030000000000004,-0.39030000000000004,0.3052,0.1149,R30,R29,L30-31,10,Descoordinado
R15-R14,-0.3792,-0.3792,0.309,0.1298,R15,R14,L15-16,10,Descoordinado
R66-R67,-0.37250000000000005,-0.37250000000000005,0.3184,0.1459,R66,R67,L29-30,90,Descoordinado
R43-R44,-0.29100000000000004,-0.29100000000000004,0.2975,0.2065,R43,R44,L6-7,90,Descoordinado
R71-R14,-0.2767,-0.2767,0.211,0.1343,R71,R14,L9-15,90,Descoordinado
R37-R24,-0.22860000000000003,-0.22860000000000003,0.316,0.2874,R37,R24,L25-29,10,Descoordinado
