pair_label,mt,delta_t,tm,tb,main_relay_id,backup_relay_id,line,fault,status
R9-R71,-2.281,-2.281,2.081,0.0,R9,R71,L9-10,10,Descoordinado
R9-R8,-2.281,-2.281,2.081,0.0,R9,R8,L9-10,10,Descoordinado
R45-R71,-2.2550000000000003,-2.2550000000000003,2.055,0.0,R45,R71,L8-9,90,Descoordinado
R45-R46,-2.2550000000000003,-2.2550000000000003,2.055,0.0,R45,R46,L8-9,90,Descoordinado
R2-R1,-2.2151,-2.2151,2.0151,0.0,R2,R1,L2-3,10,Descoordinado
R34-R46,-1.9770999999999999,-1.9770999999999999,1.7771,0.0,R34,R46,L9-15,10,Descoordinado
R34-R8,-1.9770999999999999,-1.9770999999999999,1.7771,0.0,R34,R8,L9-15,10,Descoordinado
R18-R1,-1.2304,-1.2304,1.0304,0.0,R18,R1,L2-19,10,Descoordinado
R71-R52,-1.1247,-1.1247,3.0545,2.1298,R71,R52,L9-15,90,Descoordinado
R71-R14,-0.7293999999999998,-0.7293999999999998,3.0545,2.5251,R71,R14,L9-15,90,Descoordinado
R46-R47,-0.1695,-0.1695,0.225,0.2555,R46,R47,L9-10,90,Descoordinado
R55-R56,-0.007500000000000118,-0.007500000000000118,2.233,2.4255,R55,R56,L2-19,90,Descoordinado
R41-R42,-0.007199999999999929,-0.007199999999999929,2.1467,2.3395,R41,R42,L4-5,90,Descoordinado
R3-R2,0.0,0.29509999999999986,1.6982,2.1933,R3,R2,L3-4,10,Coordinado
R30-R29,0.0,0.05140000000000006,1.8027,2.0541,R30,R29,L30-31,10,Coordinado
R40-R41,0.0,0.030500000000000138,2.056,2.2865,R40,R41,L3-4,90,Coordinado
R59-R60,0.0,0.012699999999999878,1.635,1.8477,R59,R60,L3-23,90,Coordinado
R3-R59,0.0,0.07560000000000006,1.6982,1.9738,R3,R59,L3-4,10,Coordinado
R22-R40,0.0,0.004800000000000082,1.9834,2.1882,R22,R40,L3-23,10,Coordinado
R29-R28,0.0,0.030700000000000116,1.9806,2.2113,R29,R28,L29-30,10,Coordinado
R66-R67,0.0,0.002799999999999858,1.6586,1.8614,R66,R67,L29-30,90,Coordinado
R29-R37,0.0,0.035400000000000265,1.9806,2.216,R29,R37,L29-30,10,Coordinado
R65-R66,0.0,0.3423,1.2473,1.7896,R65,R66,L28-29,90,Coordinado
R65-R37,0.0,0.808,1.2473,2.2553,R65,R37,L28-29,90,Coordinado
R28-R27,0.0,0.02040000000000014,1.9196,2.14,R28,R27,L28-29,10,Coordinado
R64-R65,0.0,0.07539999999999986,1.1909,1.4663,R64,R65,L27-28,90,Coordinado
R27-R26,0.0,0.01799999999999974,1.8383,2.0563,R27,R26,L27-28,10,Coordinado
R63-R64,0.0,0.055800000000000016,1.5519,1.8077,R63,R64,L26-27,90,Coordinado
R26-R25,0.0,0.021699999999999997,1.9648,2.1865,R26,R25,L26-27,10,Coordinado
R22-R2,0.0,0.009899999999999742,1.9834,2.1933,R22,R2,L3-23,10,Coordinado
R67-R68,0.0,0.08740000000000009,1.6381,1.9255,R67,R68,L30-31,90,Coordinado
R32-R31,0.0,0.034899999999999876,1.5458,1.7807,R32,R31,L32-33,10,Coordinado
R68-R69,0.0,0.008199999999999708,1.8422,2.0504,R68,R69,L31-32,90,Coordinado
R8-R70,0.0,2.0178,0.2987,2.5165,R8,R70,L8-9,10,Coordinado
R8-R7,0.0,0.5518000000000001,0.2987,1.0505,R8,R7,L8-9,10,Coordinado
R44-R45,0.0,0.04919999999999963,2.1697,2.4189,R44,R45,L7-8,90,Coordinado
R44-R70,0.0,0.14679999999999999,2.1697,2.5165,R44,R70,L7-8,90,Coordinado
R7-R6,0.0,0.13439999999999996,0.4701,0.8045,R7,R6,L7-8,10,Coordinado
R43-R44,0.0,1.6653345369377348e-16,2.1693,2.3693,R43,R44,L6-7,90,Coordinado
R6-R62,0.0,1.3023000000000002,0.5746,2.0769,R6,R62,L6-7,10,Coordinado
R31-R30,0.0,0.03779999999999978,1.7248,1.9626,R31,R30,L31-32,10,Coordinado
R6-R5,0.0,1.5836999999999999,0.5746,2.3583,R6,R5,L6-7,10,Coordinado
R25-R43,0.0,0.00029999999999991145,2.1379,2.3382,R25,R43,L6-26,10,Coordinado
R25-R5,0.0,0.020399999999999696,2.1379,2.3583,R25,R5,L6-26,10,Coordinado
R42-R62,0.0,0.0519,2.0711,2.323,R42,R62,L5-6,90,Coordinado
R42-R43,0.0,0.09579999999999983,2.0711,2.3669,R42,R43,L5-6,90,Coordinado
R5-R4,0.0,0.006900000000000073,1.5613,1.7682,R5,R4,L5-6,10,Coordinado
R4-R3,0.0,0.02999999999999997,1.5933,1.8233,R4,R3,L4-5,10,Coordinado
R69-R36,0.0,0.028499999999999914,1.9722,2.2007,R69,R36,L32-33,90,Coordinado
R62-R63,0.0,0.13679999999999998,1.5266,1.8634,R62,R63,L6-26,90,Coordinado
R74-R66,0.0,0.028400000000000147,1.5612,1.7896,R74,R66,L25-29,90,Coordinado
R38-R39,0.0,0.9274,0.1273,1.2547,R38,R39,L1-2,90,Coordinado
R37-R24,0.0,0.04860000000000014,1.9501,2.1987,R37,R24,L25-29,10,Coordinado
R17-R16,0.0,0.02679999999999988,2.2024,2.4292,R17,R16,L17-18,10,Coordinado
R53-R54,0.0,0.023400000000000032,1.1534,1.3768,R53,R54,L16-17,90,Coordinado
R16-R15,0.0,0.025700000000000223,2.1281,2.3538,R16,R15,L16-17,10,Coordinado
R52-R53,0.0,0.09410000000000002,1.2967,1.5908,R52,R53,L15-16,90,Coordinado
R15-R34,0.0,0.013999999999999957,2.1918,2.4058,R15,R34,L15-16,10,Coordinado
R15-R14,0.0,0.024599999999999678,2.1918,2.4164,R15,R14,L15-16,10,Coordinado
R51-R34,0.0,1.1104,1.113,2.4234,R51,R34,L14-15,90,Coordinado
R51-R52,0.0,0.4752,1.113,1.7882,R51,R52,L14-15,90,Coordinado
R14-R13,0.0,0.020800000000000096,2.1327,2.3535,R14,R13,L14-15,10,Coordinado
R54-R73,0.0,0.06099999999999989,1.2472,1.5082,R54,R73,L17-18,90,Coordinado
R50-R51,0.0,0.005599999999999994,1.0037,1.2093,R50,R51,L13-14,90,Coordinado
R49-R50,0.0,0.02799999999999986,0.8998,1.1278,R49,R50,L12-13,90,Coordinado
R12-R72,0.0,0.021999999999999964,1.951,2.173,R12,R72,L12-13,10,Coordinado
R12-R11,0.0,0.026700000000000113,1.951,2.1777,R12,R11,L12-13,10,Coordinado
R48-R72,0.0,1.4584,0.4331,2.0915,R48,R72,L11-12,90,Coordinado
R48-R49,0.0,0.6632,0.4331,1.2963,R48,R49,L11-12,90,Coordinado
R11-R10,0.0,0.003699999999999981,2.0377,2.2414,R11,R10,L11-12,10,Coordinado
R47-R48,0.0,0.07439999999999997,0.2198,0.4942,R47,R48,L10-11,90,Coordinado
R10-R9,0.0,0.007699999999999985,2.1864,2.3941,R10,R9,L10-11,10,Coordinado
R38-R55,0.0,1.9749,0.1273,2.3022,R38,R55,L1-2,90,Coordinado
R13-R12,0.0,0.015699999999999992,2.1088,2.3245,R13,R12,L13-14,10,Coordinado
R36-R17,0.0,0.02920000000000006,2.1088,2.338,R36,R17,L18-33,10,Coordinado
R73-R32,0.0,0.004900000000000071,1.4283,1.6332,R73,R32,L18-33,90,Coordinado
R19-R18,0.0,0.03770000000000001,0.8351,1.0728,R19,R18,L19-20,10,Coordinado
R24-R23,0.0,0.027700000000000002,1.9089,2.1366,R24,R23,L24-25,10,Coordinado
R60-R61,0.0,0.00039999999999990044,1.5017,1.7021,R60,R61,L23-24,90,Coordinado
R23-R22,0.0,0.008599999999999886,1.89,2.0986,R23,R22,L23-24,10,Coordinado
R35-R49,0.0,0.12520000000000014,2.3427,2.6679,R35,R49,L12-22,90,Coordinado
R35-R11,0.0,0.2051,2.3427,2.7478,R35,R11,L12-22,90,Coordinado
