pair_label,mt,delta_t,tm,tb,main_relay_id,backup_relay_id,line,fault,status
R9-R71,-1.3732554811615532,-1.3732554811615532,2.3279,1.1546445188384469,R9,R71,L9-10,10,Descoordinado
R45-R46,-0.9793684194664387,-0.9793684194664387,2.1812,1.4018315805335613,R45,R46,L8-9,90,Descoordinado
R2-R1,-0.6923370936612872,-0.6923370936612872,2.0224,1.530062906338713,R2,R1,L2-3,10,Descoordinado
R45-R71,-0.38861189382096023,-0.38861189382096023,2.1812,1.9925881061790398,R45,R71,L8-9,90,Descoordinado
R46-R47,-0.2346,-0.2346,0.2166,0.182,R46,R47,L9-10,90,Descoordinado
R38-R39,0.0,0.9889000000000001,0.1247,1.3136,R38,R39,L1-2,90,Coordinado
R30-R29,0.0,0.023899999999999977,1.6596,1.8835,R30,R29,L30-31,10,Coordinado
R40-R41,0.0,0.046300000000000174,2.0361,2.2824,R40,R41,L3-4,90,Coordinado
R3-R59,0.0,0.023200000000000054,1.7348,1.958,R3,R59,L3-4,10,Coordinado
R3-R2,0.0,0.2538000000000002,1.7348,2.1886,R3,R2,L3-4,10,Coordinado
R59-R60,0.0,0.048099999999999976,1.679,1.9271,R59,R60,L3-23,90,Coordinado
R22-R40,0.0,0.04800000000000021,1.9234,2.1714,R22,R40,L3-23,10,Coordinado
R22-R2,0.0,0.06520000000000009,1.9234,2.1886,R22,R2,L3-23,10,Coordinado
R66-R67,0.0,0.030600000000000127,1.805,2.0356,R66,R67,L29-30,90,Coordinado
R65-R66,0.0,0.308,1.4195,1.9275,R65,R66,L28-29,90,Coordinado
R29-R28,0.0,0.06340000000000007,1.8113,2.0747,R29,R28,L29-30,10,Coordinado
R67-R68,0.0,0.05219999999999997,1.8172,2.0694,R67,R68,L30-31,90,Coordinado
R65-R37,0.0,0.4999000000000002,1.4195,2.1194,R65,R37,L28-29,90,Coordinado
R28-R27,0.0,0.030799999999999883,1.8178,2.0486,R28,R27,L28-29,10,Coordinado
R64-R65,0.0,0.07470000000000016,1.3678,1.6425,R64,R65,L27-28,90,Coordinado
R27-R26,0.0,0.037300000000000055,1.78,2.0173,R27,R26,L27-28,10,Coordinado
R63-R64,0.0,0.011300000000000032,1.7167,1.928,R63,R64,L26-27,90,Coordinado
R26-R25,0.0,0.03219999999999973,1.9472,2.1794,R26,R25,L26-27,10,Coordinado
R74-R66,0.0,0.05309999999999987,1.6744,1.9275,R74,R66,L25-29,90,Coordinado
R29-R37,0.0,0.07449999999999996,1.8113,2.0858,R29,R37,L29-30,10,Coordinado
R31-R30,0.0,0.013000000000000067,1.6066,1.8196,R31,R30,L31-32,10,Coordinado
